	nonstereo_aromatic_smiles	accession	standard_type	organism	pPot	standard_value	chembl_cid	chembl_tid	is_MT
103701	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=O)c4cc(Cl)ccc4O)CC3)cc21	O00329	IC50	Homo sapiens	6.507239610973163	311.0	CHEMBL3770169	CHEMBL3130	True
103703	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=O)c4cc(OC)ccc4O)CC3)cc21	O00329	IC50	Homo sapiens	6.310691140876379	489.0	CHEMBL3770294	CHEMBL3130	True
104341	CCn1ncc(-c2nc3c(CC4CCN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	5.079354998593212	8330.0	CHEMBL4440093	CHEMBL3130	False
104344	CCn1ncc(-c2nc3c(NC(C)C(=O)N4CCOCC4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	6.1432711096171175	719.0	CHEMBL4583776	CHEMBL3130	False
104345	CCn1ncc(-c2nc3c(NC4CC(=O)N(CC(C)C)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	7.346787486224656	45.0	CHEMBL4546631	CHEMBL3130	False
104346	CCn1ncc(-c2nc3c(NC4CCC(C(=O)N5CCOCC5)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	6.815308569182402	153.0	CHEMBL4462856	CHEMBL3130	False
104347	CCn1ncc(-c2nc3c(NC4CCN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL4575012	CHEMBL3130	False
104348	CCn1ncc(-c2nc3c(NC4CCN(CC(C)C)C4=O)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	5.079354998593212	8330.0	CHEMBL4589857	CHEMBL3130	False
104349	CCn1ncc(-c2nc3c(NC4CN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	5.557520230935552	2770.0	CHEMBL4483370	CHEMBL3130	False
104350	CCn1ncc(-c2nc3c(OC4CCN(C(=O)C5CC5)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	6.721246399047171	190.0	CHEMBL4475824	CHEMBL3130	False
104351	CCn1ncc(-c2nc3c(OC4CCN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	6.6777525710074555	279.0	CHEMBL4570812	CHEMBL3130	False
104352	CCn1ncc(-c2nc3c(Oc4csc(C(=O)N5CCOCC5)c4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	6.013228265733755	970.0	CHEMBL4435158	CHEMBL3130	False
104353	CCn1ncc(-c2nc3c(SC4CCN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C	O00329	IC50	Homo sapiens	6.242603971206975	572.0	CHEMBL4474475	CHEMBL3130	False
104596	CCn1nnc(CCNC(=O)Nc2nc(C)c(-c3ccc(S(C)(=O)=O)c(F)c3)s2)n1	O00329	Ki	Homo sapiens	6.327902142064282	470.0	CHEMBL2071342	CHEMBL3130	True
105557	CN(C)C(=O)CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1	O00329	IC50	Homo sapiens	7.100015437450608	79.43	CHEMBL2057363	CHEMBL3130	True
105806	CN(C)C(=O)c1cc(C2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	8.086186147616283	8.2	CHEMBL4102511	CHEMBL3130	True
105812	CN(C)C(=O)c1cc(CN(C)c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	7.568636235841013	27.0	CHEMBL3408273	CHEMBL3130	True
105817	CN(C)C(=O)c1cc(CN2CCOc3c(F)cc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	7.853871964321763	14.0	CHEMBL3797750	CHEMBL3130	True
105821	CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc32)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	7.703472732616793	24.33333333333333	CHEMBL3799831	CHEMBL3130	True
105826	CN(C)C(=O)c1cc(CN2CCOc3ccc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	7.886056647693162	13.0	CHEMBL3799187	CHEMBL3130	True
105831	CN(C)C(=O)c1cc(CNc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	7.096910013008058	80.0	CHEMBL3408272	CHEMBL3130	True
106009	CN(C)C(=O)c1ccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)cc1	O00329	IC50	Homo sapiens	7.721246399047171	19.0	CHEMBL4515084	CHEMBL3130	False
106200	CN(C)C(=O)c1cccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)c1	O00329	IC50	Homo sapiens	8.154901959985743	7.0	CHEMBL4474149	CHEMBL3130	False
106529	CN(C)C1CC(C(N)=O)N(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)ncc2CC3)C1	O00329	IC50	Homo sapiens	6.3979400086720375	400.0	CHEMBL3609529	CHEMBL3130	True
106725	CN(C)C1CCN(Cc2cc3nc(-c4c(F)ccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.5376020021010435	29.0	CHEMBL2165666	CHEMBL3130	False
106726	CN(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.769551078621726	17.0	CHEMBL2216901	CHEMBL3130	False
106727	CN(C)C1CCN(Cc2cc3nc(-c4cccc5c4CC(=O)N5)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	5.468521082957745	3400.0	CHEMBL2165667	CHEMBL3130	False
106728	CN(C)C1CCN(Cc2cc3nc(-c4cccc5nccn45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	6.7447274948966935	180.0	CHEMBL2165669	CHEMBL3130	False
106729	CN(C)C1CCN(Cc2cc3nc(-n4ccc5ccccc54)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	6.3767507096020974	420.0	CHEMBL2165496	CHEMBL3130	False
106730	CN(C)C1CCN(Cc2cc3nc(-n4cnc5ccccc54)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	6.013228265733755	970.0	CHEMBL2165497	CHEMBL3130	False
106731	CN(C)C1CCN(Cc2cc3nc(-n4ncc5ccccc54)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	5.494850021680094	3200.0	CHEMBL2165494	CHEMBL3130	False
107080	CN(C)CC(=O)N1CCC(c2nc(-c3cnc(N)c(-n4nnc5ccccc54)n3)n(C)n2)CC1	O00329	IC50	Homo sapiens	7.769551078621726	17.0	CHEMBL3590222	CHEMBL3130	True
107091	CN(C)CC(=O)N1CCC(n2cc(-c3cnc(N)c(-n4nnc5ccccc54)n3)cn2)CC1	O00329	IC50	Homo sapiens	7.698970004336019	20.0	CHEMBL3590219	CHEMBL3130	True
107114	CN(C)CC(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.481486060122112	330.0	CHEMBL2322672	CHEMBL3130	True
107121	CN(C)CC(=O)NC1CCC(Nc2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	9.207608310501746	0.62	CHEMBL2216881	CHEMBL3130	False
107305	CN(C)CC1(C(N)=O)CCCN1C(=O)Nc1nc2c(s1)-c1nc(C(C)(C)C)ncc1CC2	O00329	IC50	Homo sapiens	7.161150909262744	69.0	CHEMBL3609528	CHEMBL3130	True
107493	CN(C)CC1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)sc2CC3)C1C(N)=O	O00329	IC50	Homo sapiens	6.013228265733755	970.0	CHEMBL3609521	CHEMBL3130	True
108165	CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1	O00329	IC50	Homo sapiens	6.568636235841013	270.0	CHEMBL3960662	CHEMBL3130	True
108439	CN(C)CCN(C)c1ccc(C#N)cc1S(=O)(=O)N(C)N=Cc1cnn2ccc(C#N)cc12	O00329	IC50	Homo sapiens	6.420216403383192	380.0	CHEMBL3883926	CHEMBL3130	False
108440	CN(C)CCN(C)c1ccc(C#N)cc1S(=O)(=O)c1nc(-c2cnn3ccc(Br)cc23)cs1	O00329	IC50	Homo sapiens	5.698970004336019	2000.0	CHEMBL3134281	CHEMBL3130	True
108443	CN(C)CCN(C)c1ccc(C#N)cc1[S+]([O-])c1nc(-c2cnn3ccc(Br)cc23)cs1	O00329	IC50	Homo sapiens	6.6020599913279625	250.0	CHEMBL3134280	CHEMBL3130	True
108446	CN(C)CCN(C)c1ccc(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)cc1C#N	O00329	IC50	Homo sapiens	6.1938200260161125	640.0	CHEMBL3134282	CHEMBL3130	True
108619	CN(C)CCNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1	O00329	IC50	Homo sapiens	5.899998417198647	1258.93	CHEMBL2059912	CHEMBL3130	True
109706	CN(C)Cc1cccc(-c2cc(-c3ccnn3C3CCOCC3)c3c(N)ncnn23)c1	O00329	IC50	Homo sapiens	8.159379381312206	9.5	CHEMBL4460644	CHEMBL3130	False
110259	CN(C)S(=O)(=O)n1cc(-c2nc(-c3nc(C4(c5ccccc5)CC4)n(C)n3)cnc2N)cn1	O00329	IC50	Homo sapiens	7.045757490560675	90.0	CHEMBL4072500	CHEMBL3130	True
110497	CN(C)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1	O00329	IC50	Homo sapiens	6.721246399047171	190.0	CHEMBL2322245	CHEMBL3130	True
110777	CN(C)c1cccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)c1	O00329	IC50	Homo sapiens	8.159379381312206	9.5	CHEMBL4551707	CHEMBL3130	False
111222	CN(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL2171936	CHEMBL3130	False
111308	CN(C1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O	O00329	IC50	Homo sapiens	8.199970640755865	6.31	CHEMBL4590897	CHEMBL3130	True
111312	CN(C1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O	O00329	IC50	Homo sapiens	7.700057099977232	19.95	CHEMBL4580720	CHEMBL3130	True
111316	CN(C1CCCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O	O00329	IC50	Homo sapiens	8.299988937677888	5.012	CHEMBL4456215	CHEMBL3130	True
111367	CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL4532070	CHEMBL3130	True
111371	CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O	O00329	IC50	Homo sapiens	7.899974269892138	12.59	CHEMBL4472123	CHEMBL3130	True
111375	CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O	O00329	IC50	Homo sapiens	7.599980364934843	25.12	CHEMBL4543271	CHEMBL3130	True
111379	CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O	O00329	IC50	Homo sapiens	7.400007822415903	39.81	CHEMBL4445065	CHEMBL3130	True
111383	CN(C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O	O00329	IC50	Homo sapiens	8.199970640755865	6.31	CHEMBL4534127	CHEMBL3130	True
111387	CN(C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O	O00329	IC50	Homo sapiens	8.100015437450608	7.943	CHEMBL4453879	CHEMBL3130	True
111947	CN(CCCN1CCOCC1)c1ccc(C#N)cc1S(=O)(=O)N(C)N=Cc1cnn2ccc(C#N)cc12	O00329	IC50	Homo sapiens	6.431798275933005	370.0	CHEMBL3884166	CHEMBL3130	False
113050	CN(Cc1cccn2c(=O)cc(N3CCOCC3)nc12)c1ccccc1	O00329	IC50	Homo sapiens	6.568636235841013	270.0	CHEMBL3585583	CHEMBL3130	True
113201	CN(N=Cc1cnn2ccc(Br)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1OCCN1CCOCC1	O00329	IC50	Homo sapiens	6.455931955649724	350.0	CHEMBL3884306	CHEMBL3130	False
113202	CN(N=Cc1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc(C#N)ccc1OCCN1CCOCC1	O00329	IC50	Homo sapiens	6.167491087293763	680.0	CHEMBL3883961	CHEMBL3130	False
113203	CN(N=Cc1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1NCCN1CCOCC1	O00329	IC50	Homo sapiens	7.568636235841013	27.0	CHEMBL3883482	CHEMBL3130	False
113204	CN(N=Cc1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1NCc1ccccn1	O00329	IC50	Homo sapiens	6.455931955649724	350.0	CHEMBL3884692	CHEMBL3130	False
113205	CN(N=Cc1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1OCCN1CCOCC1	O00329	IC50	Homo sapiens	7.026872146400303	94.0	CHEMBL3884860	CHEMBL3130	False
113206	CN(N=Cc1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1OCc1ccccn1	O00329	IC50	Homo sapiens	6.022276394711152	950.0	CHEMBL3884661	CHEMBL3130	False
114412	CN1C(=O)C(N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL4549667	CHEMBL3130	True
114709	CN1C(=O)C(N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL4097778	CHEMBL3130	True
115046	CN1C(=O)C(N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL4088216	CHEMBL3130	True
116267	CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21	O00329	IC50	Homo sapiens	7.309803919971486	49.0	CHEMBL1673047	CHEMBL3130	True
116272	CN1C(=O)c2ccccc2N(C)c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc21	O00329	IC50	Homo sapiens	8.387216143280265	4.1	CHEMBL3904942	CHEMBL3130	True
118135	CN1CCC(n2nccc2-c2cc(-c3cccnc3)n3ncnc(N)c23)CC1	O00329	IC50	Homo sapiens	6.823908740944319	150.0	CHEMBL4470921	CHEMBL3130	False
119084	CN1CCN(C(=O)CNC(=O)Nc2nc3ccc(-c4cncc(S(=O)(=O)NC(C)(C)C)c4)cn3n2)CC1	O00329	IC50	Homo sapiens	7.899974269892138	12.59	CHEMBL2057373	CHEMBL3130	True
119422	CN1CCN(C(=O)c2cccc(-c3ncnc4ccc(-c5cnc6ccccc6c5)cc34)c2)CC1	O00329	IC50	Homo sapiens	7.365010161677338	43.5	CHEMBL4437791	CHEMBL3130	True
120572	CN1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1	O00329	IC50	Homo sapiens	8.698970004336019	2.0	CHEMBL3112860	CHEMBL3130	True
120744	CN1CCN(c2cc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)ccn2)CC1	O00329	IC50	Homo sapiens	8.327902142064282	4.7	CHEMBL4099020	CHEMBL3130	False
121424	CN1CCN(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)CC1	O00329	IC50	Homo sapiens	8.698970004336019	2.0	CHEMBL4062954	CHEMBL3130	False
121604	CN1CCN(c2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1	O00329	IC50	Homo sapiens	7.657577319177793	22.0	CHEMBL3112859	CHEMBL3130	True
122052	CN1CCN(c2ncc(-c3csc4c(=O)cc(N5CCOCC5)oc34)cn2)CC1	O00329	IC50	Homo sapiens	7.744727494896692	18.0	CHEMBL2326951	CHEMBL3130	True
124292	CNC(=O)C1CCCN1C(=O)Nc1nc(C)c(-c2ccnc(C(C)(C)C)c2)s1	O00329	IC50	Homo sapiens	5.306661358019581	5000.0	CHEMBL2397188	CHEMBL3130	True
124703	CNC(=O)CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1	O00329	IC50	Homo sapiens	6.0999990348465305	794.33	CHEMBL2057370	CHEMBL3130	True
124869	CNC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.900008766455318	125.89	CHEMBL4452326	CHEMBL3130	True
124872	CNC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.100015437450608	79.43	CHEMBL4569315	CHEMBL3130	True
124876	CNC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.199970640755867	63.1	CHEMBL4461502	CHEMBL3130	True
124971	CNC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.900008766455318	125.89	CHEMBL4440799	CHEMBL3130	True
124975	CNC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	7.0	100.0	CHEMBL4593752	CHEMBL3130	True
124979	CNC(=O)NC1CCCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.900008766455318	125.89	CHEMBL4592893	CHEMBL3130	True
124986	CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.900008766455318	125.89	CHEMBL4469156	CHEMBL3130	True
124990	CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	6.799998134593397	158.49	CHEMBL4575913	CHEMBL3130	True
124994	CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.699991797446188	199.53	CHEMBL4470887	CHEMBL3130	True
124998	CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.0	100.0	CHEMBL4456189	CHEMBL3130	True
125002	CNC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1	O00329	IC50	Homo sapiens	6.799998134593397	158.49	CHEMBL4463677	CHEMBL3130	True
125006	CNC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1	O00329	IC50	Homo sapiens	7.400007822415903	39.81	CHEMBL4472147	CHEMBL3130	True
125083	CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1	O00329	IC50	Homo sapiens	7.113509274827518	77.0	CHEMBL3109140	CHEMBL3130	True
125142	CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1	O00329	IC50	Homo sapiens	6.0999990348465305	794.33	CHEMBL2059910	CHEMBL3130	True
125243	CNC(=O)c1c(-c2ccccc2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12	O00329	IC50	Homo sapiens	8.886056647693161	1.3	CHEMBL4516601	CHEMBL3130	True
125248	CNC(=O)c1c(-c2ccccn2)c(C(C)Nc2ncnc(N)c2C#N)nc2cccc(F)c12	O00329	IC50	Homo sapiens	8.035035219957706	11.55	CHEMBL4443843	CHEMBL3130	True
125381	CNC(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1	O00329	IC50	Homo sapiens	7.853871964321763	14.0	CHEMBL3408267	CHEMBL3130	True
126166	CNC(=O)c1cccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)c1	O00329	Kd	Homo sapiens	5.823908740944319	1500.0	CHEMBL2336325	CHEMBL3130	True
126659	CNC(=O)c1nc(-c2ccc(Cl)c(NS(=O)(=O)c3cccc(Cl)c3)c2)cnc1N	O00329	IC50	Homo sapiens	7.0	100.0	CHEMBL2152139	CHEMBL3130	True
126663	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)NC)c2)cnc1N	O00329	IC50	Homo sapiens	5.969400278034049	1073.0	CHEMBL2152131	CHEMBL3130	True
126667	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)NCC(F)(F)F)c2)cnc1N	O00329	IC50	Homo sapiens	5.848323769152953	1418.0	CHEMBL2152133	CHEMBL3130	True
126671	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3)c2)cnc1N	O00329	IC50	Homo sapiens	6.268411234813263	539.0	CHEMBL2152146	CHEMBL3130	True
126674	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3Cl)c2)cnc1N	O00329	IC50	Homo sapiens	5.986320302708808	1032.0	CHEMBL2152150	CHEMBL3130	True
126677	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(F)cc3Cl)c2)cnc1N	O00329	IC50	Homo sapiens	6.468521082957745	340.0	CHEMBL2152148	CHEMBL3130	True
126680	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)cnc1N	O00329	IC50	Homo sapiens	5.868060704789578	1355.0	CHEMBL2152143	CHEMBL3130	True
126683	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(C)c3)c2)cnc1N	O00329	IC50	Homo sapiens	6.245651664288983	568.0	CHEMBL2152140	CHEMBL3130	True
126686	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(Cl)c3)c2)cnc1N	O00329	IC50	Homo sapiens	6.359518563029578	437.0	CHEMBL2152144	CHEMBL3130	True
126689	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(Cl)c3Cl)c2)cnc1N	O00329	IC50	Homo sapiens	6.129011186239424	743.0	CHEMBL2152250	CHEMBL3130	True
126692	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3)c2)cnc1N	O00329	IC50	Homo sapiens	6.381951903287907	415.0	CHEMBL2152141	CHEMBL3130	True
126696	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N	O00329	IC50	Homo sapiens	6.381951903287907	415.0	CHEMBL2152253	CHEMBL3130	True
126699	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3Cl)c2)cnc1N	O00329	IC50	Homo sapiens	5.925915310971758	1186.0	CHEMBL2152149	CHEMBL3130	True
126702	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N	O00329	IC50	Homo sapiens	6.161150909262744	690.0	CHEMBL2152252	CHEMBL3130	True
126705	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(OC)c3)c2)cnc1N	O00329	IC50	Homo sapiens	6.262807357295263	546.0	CHEMBL2152142	CHEMBL3130	True
126708	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N	O00329	IC50	Homo sapiens	6.453457336521868	352.0	CHEMBL2152130	CHEMBL3130	True
126712	CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3Cl)c2)cnc1N	O00329	IC50	Homo sapiens	5.991399828238082	1020.0	CHEMBL2152145	CHEMBL3130	True
126715	CNC(=O)c1nc(-c2ccc(Cl)c(S(N)(=O)=O)c2)cnc1N	O00329	IC50	Homo sapiens	6.195179321278838	638.0	CHEMBL2152132	CHEMBL3130	True
126719	CNC(=O)c1nc(-c2ccc(F)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N	O00329	IC50	Homo sapiens	5.800793520838343	1582.0	CHEMBL2152135	CHEMBL3130	True
126723	CNC(=O)c1nc(-c2ccc(OC)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N	O00329	IC50	Homo sapiens	5.92009553233328	1202.0	CHEMBL2152134	CHEMBL3130	True
126726	CNC(=O)c1nc(-c2cccc(-c3nnn[nH]3)c2)cnc1N	O00329	IC50	Homo sapiens	5.376337292643795	4204.0	CHEMBL2152125	CHEMBL3130	True
126730	CNC(=O)c1nc(-c2cccc(C(F)(F)F)c2)cnc1N	O00329	IC50	Homo sapiens	5.077845674768941	8359.0	CHEMBL2152128	CHEMBL3130	True
126733	CNC(=O)c1nc(-c2cccc(NS(=O)(=O)c3cccc(Cl)c3)c2)cnc1N	O00329	IC50	Homo sapiens	5.528121800692708	2964.0	CHEMBL2152138	CHEMBL3130	True
126737	CNC(=O)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)cnc1N	O00329	IC50	Homo sapiens	5.4699284311626215	3389.0	CHEMBL2152137	CHEMBL3130	True
126740	CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3cccc(Cl)c3)c2)cnc1N	O00329	IC50	Homo sapiens	5.902048929005852	1253.0	CHEMBL2152147	CHEMBL3130	True
126744	CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N	O00329	IC50	Homo sapiens	5.610479534153622	2452.0	CHEMBL2152251	CHEMBL3130	True
126747	CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3ccccc3)c2)cnc1N	O00329	IC50	Homo sapiens	5.960585880823863	1095.0	CHEMBL2152129	CHEMBL3130	True
126753	CNC(=O)c1nc(-c2cnc(N)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N	O00329	IC50	Homo sapiens	6.273272790973428	533.0	CHEMBL2152136	CHEMBL3130	True
126758	CNC(=O)c1nc(-c2nc(-c3cnc4ccccn34)c(C)nc2N)n(C)n1	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL4072637	CHEMBL3130	True
126827	CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1NC(C)C1CCOCC1	O00329	IC50	Homo sapiens	6.136677139879544	730.0	CHEMBL4218854	CHEMBL3130	True
