	nonstereo_aromatic_smiles	accession	standard_type	organism	pPot	standard_value	chembl_cid	chembl_tid	is_MT
287261	Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1	O00329	IC50	Homo sapiens	6.823908740944319	150.0	CHEMBL1081312	CHEMBL3130	True
287818	Nc1ncnn2c(-c3ccc(CO)cc3)cc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	7.508638306165728	31.0	CHEMBL4459638	CHEMBL3130	False
287819	Nc1ncnn2c(-c3cccc(C(=O)N4CCCC4)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	8.159379381312206	7.0	CHEMBL4434830	CHEMBL3130	False
287820	Nc1ncnn2c(-c3cccc(C(=O)O)c3)cc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL4514569	CHEMBL3130	False
287821	Nc1ncnn2c(-c3cccc(C4(N5CCOCC5)COC4)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	8.178273661756906	7.5	CHEMBL4574170	CHEMBL3130	False
287822	Nc1ncnn2c(-c3cccc(CN4CCCC4=O)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	8.301029995663981	5.0	CHEMBL4453817	CHEMBL3130	False
287823	Nc1ncnn2c(-c3cccc(CN4CCOCC4)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	8.261439372640169	8.5	CHEMBL4446562	CHEMBL3130	False
287824	Nc1ncnn2c(-c3cccc(CO)c3)cc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	7.568636235841013	27.0	CHEMBL4470734	CHEMBL3130	False
287825	Nc1ncnn2c(-c3cccc(N4CCN(C5COC5)CC4)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	9.045757490560677	0.9	CHEMBL4090888	CHEMBL3130	False
287826	Nc1ncnn2c(-c3cccc(N4CCNCC4)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	8.301029995663981	5.0	CHEMBL4098095	CHEMBL3130	False
287829	Nc1ncnn2c(-c3cccc(N4CCOCC4=O)c3)cc(C(F)(F)F)c12	O00329	IC50	Homo sapiens	7.638272163982407	23.0	CHEMBL4105190	CHEMBL3130	True
287832	Nc1ncnn2c(-c3cccc(N4CCOCC4=O)c3)cc(Cl)c12	O00329	IC50	Homo sapiens	7.568636235841013	27.0	CHEMBL4080945	CHEMBL3130	True
287836	Nc1ncnn2c(-c3cccc(S(N)(=O)=O)c3)cc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	7.853871964321763	14.0	CHEMBL4557802	CHEMBL3130	False
287837	Nc1ncnn2c(-c3ccccc3)cc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	6.239577516576787	576.0	CHEMBL4465646	CHEMBL3130	False
287838	Nc1ncnn2c(-c3cccnc3)cc(-c3ccnn3C3CCCC3)c12	O00329	IC50	Homo sapiens	7.5376020021010435	29.0	CHEMBL4448734	CHEMBL3130	False
287839	Nc1ncnn2c(-c3cccnc3)cc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	7.657577319177793	22.0	CHEMBL4543061	CHEMBL3130	False
287840	Nc1ncnn2c(-c3cccnc3)cc(-c3ccnn3C3CCCCCC3)c12	O00329	IC50	Homo sapiens	6.636388020107857	231.0	CHEMBL4532749	CHEMBL3130	False
287841	Nc1ncnn2c(-c3cccnc3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	7.3767507096020974	42.0	CHEMBL4437707	CHEMBL3130	False
287842	Nc1ncnn2c(-c3cccnc3)cc(-c3ccnn3C3CCS(=O)(=O)CC3)c12	O00329	IC50	Homo sapiens	6.787812395596043	163.0	CHEMBL4441785	CHEMBL3130	False
287847	Nc1ncnn2c(-c3ccnc(N4CCN(C5COC5)CC4)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	9.096910013008056	0.8	CHEMBL4072054	CHEMBL3130	False
287848	Nc1ncnn2c(-c3ccnc(N4CCNCC4)c3)cc(-c3ccnn3C3CCOCC3)c12	O00329	IC50	Homo sapiens	8.744727494896694	1.8	CHEMBL4082528	CHEMBL3130	False
287849	Nc1ncnn2c(-c3ccncc3)cc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	7.657577319177793	22.0	CHEMBL4473775	CHEMBL3130	False
287871	Nc1ncnn2ccc(-c3ccnn3C3CCCCC3)c12	O00329	IC50	Homo sapiens	6.392544976785331	405.0	CHEMBL4584812	CHEMBL3130	False
287909	Nc1nn2c(O)cc(C3CCOCC3)nc2c1Cc1cccc(Cl)c1Cl	O00329	IC50	Homo sapiens	6.19999817218203	630.96	CHEMBL2322345	CHEMBL3130	True
288095	Nc1nonc1-c1noc(Cc2cccs2)n1	O00329	IC50	Homo sapiens	5.1674910872937625	6800.0	CHEMBL1645110	CHEMBL3130	False
288699	O=C(C1CC1)N1CCCC12C(=O)Nc1ccc(-c3ccc4nccnc4c3)cc12	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL4524356	CHEMBL3130	False
288700	O=C(C1CC1)N1CCCC12C(=O)Nc1ncc(-c3ccc4nccnc4c3)cc12	O00329	IC50	Homo sapiens	7.920818753952375	12.0	CHEMBL4474516	CHEMBL3130	False
288871	O=C(C1CCCCN1)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	7.381416790611957	44.75	CHEMBL4437231_CHEMBL4528472	CHEMBL3130	True
288986	O=C(C1CCNCC1)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	6.481486060122112	330.0	CHEMBL3953591	CHEMBL3130	True
288992	O=C(C1CCOCC1)N1CCC(Nc2ncnc3c2CN(c2cncc(C(F)(F)F)c2)CC3)C1	O00329	IC50	Homo sapiens	8.045757490560675	9.0	CHEMBL3643430	CHEMBL3130	True
288994	O=C(C1CCOCC1)N1CCC(Oc2ncnc3c2CN(c2cnc4ccccc4c2)CC3)C1	O00329	IC50	Homo sapiens	7.346787486224656	45.0	CHEMBL3643406	CHEMBL3130	True
291043	O=C(CC1CCCN1)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	7.906239639581767	14.5	CHEMBL4555271	CHEMBL3130	True
296826	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccc3)cccc21	O00329	IC50	Homo sapiens	7.744727494896692	18.0	CHEMBL3112855	CHEMBL3130	True
296830	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccn3)cccc21	O00329	IC50	Homo sapiens	6.974694134735231	106.0	CHEMBL3112856	CHEMBL3130	True
296834	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3cccnc3)cccc21	O00329	IC50	Homo sapiens	8.154901959985743	7.0	CHEMBL3112857	CHEMBL3130	True
296838	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccncc3)cccc21	O00329	IC50	Homo sapiens	7.657577319177793	22.0	CHEMBL3112858	CHEMBL3130	True
296842	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(Br)cccc21	O00329	IC50	Homo sapiens	7.259637310505756	55.0	CHEMBL3112850	CHEMBL3130	True
296848	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(Cl)cccc21	O00329	IC50	Homo sapiens	7.67778070526608	21.0	CHEMBL3112849	CHEMBL3130	True
296854	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(F)cccc21	O00329	IC50	Homo sapiens	6.9136401693252525	122.0	CHEMBL3112848	CHEMBL3130	True
296860	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(OC(F)(F)F)cccc21	O00329	IC50	Homo sapiens	7.468521082957745	34.0	CHEMBL3112854	CHEMBL3130	True
296865	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c1cccc2C(F)(F)F	O00329	IC50	Homo sapiens	7.008773924307505	98.0	CHEMBL3112853	CHEMBL3130	True
296869	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2cc(Cl)ccc21	O00329	IC50	Homo sapiens	5.383524486111435	4135.0	CHEMBL3112592	CHEMBL3130	True
296874	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2cc(F)ccc21	O00329	IC50	Homo sapiens	7.769551078621726	17.0	CHEMBL3112847	CHEMBL3130	True
296880	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2ccccc21	O00329	IC50	Homo sapiens	7.552841968657781	28.0	CHEMBL3112690	CHEMBL3130	True
296931	O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1	O00329	IC50	Homo sapiens	6.928117992693874	118.0	CHEMBL2064419	CHEMBL3130	True
307189	O=C(Nc1cc(-c2ccc(O)cc2)cc2[nH]ncc12)C1CC1	O00329	IC50	Homo sapiens	5.200000237109354	6309.57	CHEMBL4172211	CHEMBL3130	True
307192	O=C(Nc1cc(-c2ccc(O)cc2)cc2[nH]ncc12)c1ccccn1	O00329	IC50	Homo sapiens	6.299997602857746	501.19	CHEMBL4161596	CHEMBL3130	True
307206	O=C(Nc1cc(-c2ccc3cc[nH]c3c2)cc2[nH]ncc12)c1ccccn1	O00329	IC50	Homo sapiens	5.4999996786570655	3162.28	CHEMBL4175904	CHEMBL3130	False
307217	O=C(Nc1cc(-c2cccc(O)c2)cc2[nH]ncc12)C1CC1	O00329	IC50	Homo sapiens	5.40000018605658	3981.07	CHEMBL4176717	CHEMBL3130	True
307221	O=C(Nc1cc(-c2cccc(O)c2)cc2[nH]ncc12)c1ccccn1	O00329	IC50	Homo sapiens	5.800000874803202	1584.89	CHEMBL4174177	CHEMBL3130	True
307225	O=C(Nc1cc(-c2cccc3[nH]ccc23)cc2[nH]ncc12)C1CC1	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL4163479	CHEMBL3130	True
307227	O=C(Nc1cc(-c2cccc3[nH]ccc23)cc2[nH]ncc12)c1ccccn1	O00329	IC50	Homo sapiens	7.0	100.0	CHEMBL4165288	CHEMBL3130	True
307898	O=C(Nc1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1)c1cccnc1	O00329	IC50	Homo sapiens	7.698970004336019	20.0	CHEMBL2326955	CHEMBL3130	True
307911	O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1cccc(CO)c1	O00329	IC50	Homo sapiens	6.9829666607012175	104.0	CHEMBL3109141	CHEMBL3130	True
307915	O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1cccc(O)c1	O00329	IC50	Homo sapiens	6.113509274827518	770.0	CHEMBL3109143	CHEMBL3130	True
307919	O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1cccnc1	O00329	IC50	Homo sapiens	6.872895201635193	134.0	CHEMBL3109146	CHEMBL3130	True
308355	O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1	O00329	IC50	Homo sapiens	7.853871964321763	14.0	CHEMBL3109142	CHEMBL3130	True
308359	O=C(Nc1ccc(CO)cc1)Nc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1	O00329	IC50	Homo sapiens	6.077793722560982	836.0	CHEMBL3109147	CHEMBL3130	True
309161	O=C(Nc1ccc(O)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1	O00329	IC50	Homo sapiens	6.347753658996678	449.0	CHEMBL3109144	CHEMBL3130	True
309915	O=C(Nc1ccc2cc(C(=O)Nc3nccs3)ccc2c1)c1ccc(Cl)c(Cl)c1	O00329	Kd	Homo sapiens	5.148130399270234	7110.0	CHEMBL4445812	CHEMBL3130	True
310923	O=C(Nc1ccccc1)Nc1cccn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.318758762624412	480.0	CHEMBL3585621	CHEMBL3130	True
311018	O=C(Nc1ccccc1)c1cccn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.823908740944319	150.0	CHEMBL3585609	CHEMBL3130	True
311311	O=C(Nc1cccn2c(=O)cc(N3CCOCC3)nc12)Oc1ccccc1	O00329	IC50	Homo sapiens	5.7447274948966935	1800.0	CHEMBL3585622	CHEMBL3130	True
311314	O=C(Nc1cccn2c(=O)cc(N3CCOCC3)nc12)c1ccccc1	O00329	IC50	Homo sapiens	6.657577319177793	220.0	CHEMBL3585616	CHEMBL3130	True
311578	O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1	O00329	IC50	Homo sapiens	6.247951552180562	565.0	CHEMBL3109145	CHEMBL3130	True
313393	O=C(O)C1CCCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)C1	O00329	IC50	Homo sapiens	7.082281552599071	102.5	CHEMBL4522571_CHEMBL4563601	CHEMBL3130	True
313469	O=C(O)C1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1	O00329	IC50	Homo sapiens	7.420216403383192	38.0	CHEMBL4459584	CHEMBL3130	True
319052	O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4cc(Br)ccc4O)CC3)c(F)cc2c1=O	O00329	IC50	Homo sapiens	6.171340103464678	674.0	CHEMBL3770822	CHEMBL3130	True
319054	O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4cc(Cl)ccc4O)CC3)c(F)cc2c1=O	O00329	IC50	Homo sapiens	6.257274868695301	553.0	CHEMBL3769739	CHEMBL3130	True
319056	O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4O)CC3)c(F)cc2c1=O	O00329	IC50	Homo sapiens	6.567030709125596	271.0	CHEMBL3769747	CHEMBL3130	True
319058	O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4cc([N+](=O)[O-])ccc4O)CC3)c(F)cc2c1=O	O00329	IC50	Homo sapiens	6.141462802430363	722.0	CHEMBL3770035	CHEMBL3130	True
319329	O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21	O00329	IC50	Homo sapiens	6.876148359032914	133.0	CHEMBL3125383	CHEMBL3130	True
319331	O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21	O00329	IC50	Homo sapiens	6.610833915635467	245.0	CHEMBL3125378	CHEMBL3130	True
319333	O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Br)ccc21	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL3125382	CHEMBL3130	True
319335	O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(F)ccc21	O00329	IC50	Homo sapiens	7.1938200260161125	64.0	CHEMBL3125380	CHEMBL3130	False
319336	O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2ccccc21	O00329	IC50	Homo sapiens	5.808269606637143	1555.0	CHEMBL3125376	CHEMBL3130	True
320411	O=C(c1cc(C2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1	O00329	IC50	Homo sapiens	7.959686756539098	11.3	CHEMBL4060768	CHEMBL3130	True
320416	O=C(c1cc(C2CCCN2c2cccc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1	O00329	IC50	Homo sapiens	8.292429823902062	5.1	CHEMBL4090811	CHEMBL3130	True
327098	O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1	O00329	IC50	Homo sapiens	6.522878745280337	300.0	CHEMBL568150	CHEMBL3130	True
331262	O=Cc1ccc(N2CCOCC2)cc1O	O00329	IC50	Homo sapiens	5.292429823902063	5100.0	CHEMBL2181110	CHEMBL3130	True
331614	O=P(O)(O)CCC1C2CCC(CC2)C1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F	O00329	Ki	Homo sapiens	5.508638306165726	3100.0	CHEMBL3401977	CHEMBL3130	True
332895	O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(F)cc1F	O00329	IC50	Homo sapiens	8.508638306165727	3.1	CHEMBL3577925	CHEMBL3130	True
332912	O=S(=O)(Nc1cc(-c2ccc3ncc(N4CCOCC4)nc3c2)cnc1Cl)c1ccc(F)cc1	O00329	IC50	Homo sapiens	8.356547323513812	4.4	CHEMBL1914743	CHEMBL3130	True
332924	O=S(=O)(Nc1cc(-c2ccc3ncc(NCCN4CCOCC4)nc3c2)cnc1Cl)c1ccc(F)cc1	O00329	IC50	Homo sapiens	8.221848749616356	6.0	CHEMBL1914736	CHEMBL3130	True
332934	O=S(=O)(Nc1cc(-c2ccc3nccc(-c4cccnc4)c3c2)cnc1Cl)c1ccc(F)cc1	O00329	IC50	Homo sapiens	8.229147988357855	5.9	CHEMBL1914726	CHEMBL3130	True
332940	O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccncc4)c3c2)cnc1Cl)c1ccc(F)cc1	O00329	IC50	Homo sapiens	8.221848749616356	6.0	CHEMBL1914727	CHEMBL3130	True
332950	O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCOCC4)c3c2)cnc1Cl)c1ccc(F)cc1	O00329	IC50	Homo sapiens	8.366531544420411	4.3	CHEMBL1738719	CHEMBL3130	True
332976	O=S(=O)(Nc1cc(-c2ccccc2)cnc1Cl)c1ccccc1	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL4555426	CHEMBL3130	False
333023	O=S(=O)(Nc1cc(C2=CCOCC2)cnc1Cl)c1ccccc1	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL4466854	CHEMBL3130	True
336238	O=[N+]([O-])c1cccc(S(=O)(=O)c2nc(-c3cnn4ccc(Br)cc34)cs2)c1	O00329	IC50	Homo sapiens	6.6020599913279625	250.0	CHEMBL3134275	CHEMBL3130	True
336243	O=[N+]([O-])c1cccc([S+]([O-])c2nc(-c3cnn4ccc(Br)cc34)cs2)c1	O00329	IC50	Homo sapiens	6.494850021680094	320.0	CHEMBL3134274	CHEMBL3130	True
336529	O=c1[nH]c(=O)n(CC2C3CCC(CC3)C2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)o1	O00329	Ki	Homo sapiens	6.7447274948966935	180.0	CHEMBL3401978	CHEMBL3130	True
336716	O=c1[nH]c(CN2CCOCC2)nc2c1C1CCCN1C(=S)N2c1ccccc1	O00329	IC50	Homo sapiens	5.774690718274138	1680.0	CHEMBL3589371	CHEMBL3130	True
337819	O=c1[nH]cnc2cc(N3CCOCC3)ccc12	O00329	IC50	Homo sapiens	5.1938200260161125	6400.0	CHEMBL1645100	CHEMBL3130	True
338154	O=c1c2c(Cl)ccn2nc(C2CC(F)CN2c2ncnc3[nH]cnc23)n1-c1ccccc1	O00329	IC50	Homo sapiens	9.0	1.0	CHEMBL4548876	CHEMBL3130	True
338156	O=c1c2c(Cl)ccn2nc(C2CCCN2c2ncnc3[nH]cnc23)n1-c1cccc(F)c1	O00329	IC50	Homo sapiens	8.522878745280337	3.0	CHEMBL4574883	CHEMBL3130	True
338171	O=c1c2c(F)cccc2nc(C2CCCN2c2nc(F)nc3[nH]cnc23)n1C1CCCC1	O00329	IC50	Homo sapiens	6.7495799976911055	178.0	CHEMBL4578696	CHEMBL3130	False
338172	O=c1c2c(F)cccc2nc(C2CCCN2c2nc(F)nc3[nH]cnc23)n1Cc1ccccc1	O00329	IC50	Homo sapiens	7.040958607678906	91.0	CHEMBL4542850	CHEMBL3130	False
338173	O=c1c2c(F)cccc2nc(C2CCCN2c2ncnc3[nH]cnc23)n1C1CCC1	O00329	IC50	Homo sapiens	6.197226274708022	635.0	CHEMBL4526482	CHEMBL3130	False
338174	O=c1c2c(F)cccc2nc(C2CCCN2c2ncnc3[nH]cnc23)n1C1CCCC1	O00329	IC50	Homo sapiens	7.420216403383192	38.0	CHEMBL4445029	CHEMBL3130	False
338175	O=c1c2c(F)cccc2nc(C2CCCN2c2ncnc3[nH]cnc23)n1C1CCCCC1	O00329	IC50	Homo sapiens	7.481486060122112	33.0	CHEMBL4532200	CHEMBL3130	False
338176	O=c1c2c(F)cccc2nc(C2CCCN2c2ncnc3[nH]cnc23)n1Cc1ccccc1	O00329	IC50	Homo sapiens	7.236572006437062	58.0	CHEMBL4461870	CHEMBL3130	False
338430	O=c1c2ccccc2nc(C2CCCN2c2ncnc3[nH]cnc23)n1Cc1ccccc1	O00329	IC50	Homo sapiens	6.302770657240282	498.0	CHEMBL4554096	CHEMBL3130	False
339194	O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccc4)c(F)ccc3o2)[nH]1	O00329	IC50	Homo sapiens	6.82102305270683	151.0	CHEMBL2064417	CHEMBL3130	True
339196	O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccc4)cccc3[nH]2)[nH]1	O00329	IC50	Homo sapiens	6.7447274948966935	180.0	CHEMBL2064346	CHEMBL3130	True
339199	O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccc4)cccc3o2)[nH]1	O00329	IC50	Homo sapiens	6.428291168191312	373.0	CHEMBL2064411	CHEMBL3130	True
339202	O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccn4)cccc3o2)[nH]1	O00329	IC50	Homo sapiens	5.66354026615147	2170.0	CHEMBL2064414	CHEMBL3130	True
339205	O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4cccnc4)cccc3o2)[nH]1	O00329	IC50	Homo sapiens	6.4749551929631535	335.0	CHEMBL2064415	CHEMBL3130	True
339207	O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4cccs4)cccc3o2)[nH]1	O00329	IC50	Homo sapiens	6.400116927926312	398.0	CHEMBL2064413	CHEMBL3130	True
339211	O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccncc4)cccc3o2)[nH]1	O00329	IC50	Homo sapiens	6.002176919254277	995.0	CHEMBL2064416	CHEMBL3130	True
339213	O=c1cc(N2CCOCC2)nc(Cc2nc3c(Br)cccc3o2)[nH]1	O00329	IC50	Homo sapiens	5.643782865780264	2271.0	CHEMBL2064410	CHEMBL3130	True
339215	O=c1cc(N2CCOCC2)nc(Cc2nc3c(F)cccc3o2)[nH]1	O00329	IC50	Homo sapiens	5.0731432910503065	8450.0	CHEMBL2064351	CHEMBL3130	True
339217	O=c1cc(N2CCOCC2)nc(Cc2nc3cc(Br)ccc3[nH]2)[nH]1	O00329	IC50	Homo sapiens	6.354577730650908	442.0	CHEMBL2064335	CHEMBL3130	True
339220	O=c1cc(N2CCOCC2)nc(Cc2nc3cc(C(F)(F)F)ccc3[nH]2)[nH]1	O00329	IC50	Homo sapiens	5.54515513999149	2850.0	CHEMBL2064339	CHEMBL3130	True
339222	O=c1cc(N2CCOCC2)nc(Cc2nc3cc(Cl)ccc3[nH]2)[nH]1	O00329	IC50	Homo sapiens	6.607303046740334	247.0	CHEMBL2064336	CHEMBL3130	True
339225	O=c1cc(N2CCOCC2)nc(Cc2nc3cc(F)ccc3[nH]2)[nH]1	O00329	IC50	Homo sapiens	6.6595558851598815	219.0	CHEMBL2064331	CHEMBL3130	True
339227	O=c1cc(N2CCOCC2)nc(Cc2nc3cc(F)ccc3n2C2CC2)[nH]1	O00329	IC50	Homo sapiens	7.443697499232713	36.0	CHEMBL2064341	CHEMBL3130	True
339229	O=c1cc(N2CCOCC2)nc(Cc2nc3cc(F)ccc3o2)[nH]1	O00329	IC50	Homo sapiens	6.0685421293109965	854.0	CHEMBL2064352	CHEMBL3130	True
339231	O=c1cc(N2CCOCC2)nc(Cc2nc3ccc(F)cc3o2)[nH]1	O00329	IC50	Homo sapiens	5.043831569524637	9040.0	CHEMBL2064353	CHEMBL3130	True
339233	O=c1cc(N2CCOCC2)nc(Cc2nc3cccc(-c4ccccc4)c3o2)[nH]1	O00329	IC50	Homo sapiens	5.9277501023864865	1181.0	CHEMBL2064412	CHEMBL3130	True
339235	O=c1cc(N2CCOCC2)nc(Cc2nc3cccc(F)c3o2)[nH]1	O00329	IC50	Homo sapiens	5.592609095529269	2555.0	CHEMBL2064354	CHEMBL3130	True
339237	O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3[nH]2)[nH]1	O00329	IC50	Homo sapiens	5.542118103266008	2870.0	CHEMBL2064329	CHEMBL3130	True
339239	O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2-c2ccccc2)[nH]1	O00329	IC50	Homo sapiens	7.443697499232713	36.0	CHEMBL2064344	CHEMBL3130	True
339242	O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2C2CCCCC2)[nH]1	O00329	IC50	Homo sapiens	7.67778070526608	21.0	CHEMBL2064343	CHEMBL3130	True
339245	O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2Cc2ccccc2)[nH]1	O00329	IC50	Homo sapiens	7.075720713938117	84.0	CHEMBL2064345	CHEMBL3130	True
339248	O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3o2)[nH]1	O00329	IC50	Homo sapiens	6.1084625423274375	779.0	CHEMBL2064418	CHEMBL3130	True
339264	O=c1cc(N2CCOCC2)nc2c(CNc3ccc(Cl)cc3)cccn12	O00329	IC50	Homo sapiens	5.958607314841776	1100.0	CHEMBL3585587	CHEMBL3130	True
339267	O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12	O00329	IC50	Homo sapiens	6.327902142064282	470.0	CHEMBL3585582	CHEMBL3130	True
339270	O=c1cc(N2CCOCC2)nc2c(COc3ccccc3)cccn12	O00329	IC50	Homo sapiens	6.327902142064282	470.0	CHEMBL3585591	CHEMBL3130	True
339274	O=c1cc(N2CCOCC2)nc2c(CSc3ccccc3)cccn12	O00329	IC50	Homo sapiens	6.2441251443275085	570.0	CHEMBL3585590	CHEMBL3130	True
339277	O=c1cc(N2CCOCC2)nc2c(NS(=O)(=O)c3ccccc3)cccn12	O00329	IC50	Homo sapiens	5.769551078621726	1700.0	CHEMBL3585620	CHEMBL3130	False
339286	O=c1cc(N2CCOCC2)oc2c(-c3cc4ccccc4[nH]3)csc12	O00329	IC50	Homo sapiens	5.048856839892448	8936.0	CHEMBL2326967	CHEMBL3130	True
339291	O=c1cc(N2CCOCC2)oc2c(-c3ccc(C(F)(F)F)cc3)csc12	O00329	IC50	Homo sapiens	5.3767507096020974	4200.0	CHEMBL2322234	CHEMBL3130	True
339296	O=c1cc(N2CCOCC2)oc2c(-c3ccc(Cl)c(Cl)c3)csc12	O00329	IC50	Homo sapiens	6.555955204081924	278.0	CHEMBL2322233	CHEMBL3130	True
339301	O=c1cc(N2CCOCC2)oc2c(-c3ccc(Cl)cc3)csc12	O00329	IC50	Homo sapiens	5.42805836492554	3732.0	CHEMBL2322232	CHEMBL3130	True
339312	O=c1cc(N2CCOCC2)oc2c(-c3ccc4[nH]ccc4c3)csc12	O00329	IC50	Homo sapiens	6.187755303199631	649.0	CHEMBL2322225	CHEMBL3130	True
